이름,유형,리뷰 수,주소,영업 시간,포장 및 반려동물 동반 가능 여부,메뉴
티안,홍차전문점,411,서울 서초구 서리풀길 21 1층,"[{'day': '월', 'hours': '11:30 - 18:00\n16:00 라스트오더'}, {'day': '화', 'hours': '정기휴무 (매주 화요일)'}, {'day': '수', 'hours': '정기휴무 (매주 수요일)'}, {'day': '목', 'hours': '정기휴무 (매주 목요일)'}, {'day': '금', 'hours': '정기휴무 (매주 금요일)'}, {'day': '토', 'hours': '정기휴무 (매주 토요일)'}, {'day': '일', 'hours': '정기휴무 (매주 일요일)'}]","{'포장 가능': False, '반려동물 동반 가능': False}","['티안 애프터눈티', '세미 애프터눈티', '스콘에 티 타임', '크림티']"
민이네식빵,베이커리,582,서울 서초구 방배천로2안길 51 1층 민이네식빵,"[{'day': '월', 'hours': '정기휴무 (매주 월요일)'}, {'day': '화', 'hours': '정기휴무 (매주 화요일)'}, {'day': '수', 'hours': '12:00 - 17:00'}, {'day': '목', 'hours': '12:00 - 17:00'}, {'day': '금', 'hours': '12:00 - 17:00'}, {'day': '토', 'hours': '12:00 - 17:00'}, {'day': '일', 'hours': '정기휴무 (매주 일요일)'}]","{'포장 가능': True, '반려동물 동반 가능': False}","['잡곡호두 식빵', '청포도 식빵', '이나까(깜빠뉴)', '통단팥 식빵']"
아워헤르츠,"카페,디저트",438,서울 서초구 서초대로58길 36 위드타운 1층,"[{'day': '매일', 'hours': '10:00 - 21:00\n20:30 라스트오더'}]","{'포장 가능': True, '반려동물 동반 가능': True}","['Signature 헤르츠슈페너', 'Signature 아몬드블랑', '무화과 얼그레이 티라미수', '무화과 파르페']"
오페라빈 로스터스 본점,"카페,디저트",668,서울 서초구 매헌로6길 55 오페라빈 본점,"[{'day': '월', 'hours': '08:00 - 20:00\n19:00 라스트오더'}, {'day': '화', 'hours': '08:00 - 20:00\n19:00 라스트오더'}, {'day': '수', 'hours': '08:00 - 20:00\n19:00 라스트오더'}, {'day': '목', 'hours': '08:00 - 20:00\n19:00 라스트오더'}, {'day': '금', 'hours': '08:00 - 20:00\n19:00 라스트오더'}, {'day': '토', 'hours': '10:00 - 15:00\n14:00 라스트오더'}, {'day': '일', 'hours': '10:00 - 15:00\n14:00 라스트오더'}]","{'포장 가능': True, '반려동물 동반 가능': False}","['Ice 바닐라 라떼', '오지 감자', '오페라빈 스테이크-디너', 'LA갈비-디너']"
아이스크림 소사이어티 신세계백화점 강남점,아이스크림,660,서울 서초구 신반포로 176 하우스 오브 신세계 1층,"[{'day': '월', 'hours': '10:30 - 22:00'}, {'day': '화', 'hours': '10:30 - 22:00'}, {'day': '수', 'hours': '10:30 - 22:00'}, {'day': '목', 'hours': '10:30 - 22:00'}, {'day': '금', 'hours': '10:30 - 22:00'}, {'day': '토', 'hours': '10:30 - 22:00'}, {'day': '일', 'hours': '10:30 - 22:00'}]","{'포장 가능': True, '반려동물 동반 가능': True}","['아이스크림 싱글컵', 'Take-out 포장 (Small)', 'Take-out 포장 (Medium)', 'Take-out 포장 (Large)']"
오크라,브런치카페,514,서울 서초구 양재천로 97 2층,"[{'day': '매일', 'hours': '09:00 - 21:00\n20:00 라스트오더'}]","{'포장 가능': False, '반려동물 동반 가능': False}","['가든 오픈샌드위치', '연어 그라브락스 오픈샌드위치', '불고기 스테이크 오픈샌드위치', '트러플 머쉬룸 오픈샌드위치']"
베이크드뮬란,베이커리,981,서울 서초구 효령로 131 청권빌딩,"[{'day': '매일', 'hours': '09:00 - 22:00'}]","{'포장 가능': True, '반려동물 동반 가능': False}","['이탈리안 깜빠뉴', '먹물 치아바타', '바질 까망베르 깜빠뉴', '뺑오 치즈']"
악소,베이커리,378,서울 서초구 양재천로19길 14 1층,"[{'day': '월', 'hours': '10:00 - 21:00'}, {'day': '화', 'hours': '10:00 - 21:00'}, {'day': '수', 'hours': '10:00 - 21:00'}, {'day': '목', 'hours': '10:00 - 21:00'}, {'day': '금', 'hours': '10:00 - 21:00'}, {'day': '토', 'hours': '10:00 - 21:00'}, {'day': '일', 'hours': '정기휴무 (매주 일요일)'}]","{'포장 가능': True, '반려동물 동반 가능': True}","['[샌드위치]3. 햄치즈샌드위치', '[샌드위치] 1. 브룃혠과 햄', '[샌드위치]2. 브룃혠과 치즈', '[샌드위치]4. 브룃혠과 치즈•살라미']"
파리크라상 서초래미안점,베이커리,999,서울 서초구 사임당로 157 릿타워 1층 파리크라상,"[{'day': '매일', 'hours': '07:00 - 23:00'}]","{'포장 가능': True, '반려동물 동반 가능': False}","['무화과 레어치즈 타르트', '해피 버스데이 케익', '딸기 요거트 케이크 (2호)', '우리주종단팥빵']"
카페 아뜰리에,"카페,디저트",447,서울 서초구 방배천로4길 48 1층,"[{'day': '월', 'hours': '11:30 - 22:00'}, {'day': '화', 'hours': '11:30 - 22:00'}, {'day': '수', 'hours': '11:30 - 22:00'}, {'day': '목', 'hours': '11:30 - 22:00'}, {'day': '금', 'hours': '11:30 - 23:00'}, {'day': '토', 'hours': '12:30 - 22:00'}, {'day': '일', 'hours': '13:00 - 22:00'}]","{'포장 가능': True, '반려동물 동반 가능': True}","['시그니처라떼', '티라미스']"
콘띠오 ConTio,카페,450,서울 서초구 언남길 35 1층 101호 카페 콘띠오 ConTio,"[{'day': '월', 'hours': '07:00 - 21:00'}, {'day': '화', 'hours': '07:00 - 21:00'}, {'day': '수', 'hours': '07:00 - 21:00'}, {'day': '목', 'hours': '07:00 - 21:00'}, {'day': '금', 'hours': '07:00 - 21:00'}, {'day': '토', 'hours': '09:00 - 21:00'}, {'day': '일', 'hours': '09:00 - 21:00'}]","{'포장 가능': True, '반려동물 동반 가능': False}","['만차다', '콘레체', '아메리카노', '메이플라떼']"
슬라이폭스 신세계백화점 강남점,"카페,디저트",40,서울 서초구 신반포로 176 . 신세계백화점 강남점 지하1층 스위트 파크,"[{'day': '월', 'hours': '10:30 - 20:00'}, {'day': '화', 'hours': '10:30 - 20:00'}, {'day': '수', 'hours': '10:30 - 20:00'}, {'day': '목', 'hours': '10:30 - 20:00'}, {'day': '금', 'hours': '10:30 - 20:30'}, {'day': '토', 'hours': '10:30 - 20:30'}, {'day': '일', 'hours': '10:30 - 20:30'}]","{'포장 가능': True, '반려동물 동반 가능': False}",['Premium Cookie Choux']
매더커피갤러리,카페,622,서울 서초구 효령로47길 15 1층 매더커피갤러리,"[{'day': '월', 'hours': '10:00 - 20:00'}, {'day': '화', 'hours': '10:00 - 20:00'}, {'day': '수', 'hours': '10:00 - 20:00'}, {'day': '목', 'hours': '10:00 - 20:00'}, {'day': '금', 'hours': '10:00 - 20:00'}, {'day': '토', 'hours': '10:00 - 20:00'}, {'day': '일', 'hours': '10:00 - 19:00'}]","{'포장 가능': True, '반려동물 동반 가능': True}","['플랫화이트', '필터커피', '매더커피(시그니처커피)', '스페셜티 등급의 원두 200g']"
카페돌체 세빛섬점,"카페,디저트",999,서울 서초구 올림픽대로 2085-14 세빛섬,"[{'day': '월', 'hours': '정보 없음'}, {'day': '화', 'hours': '정보 없음'}, {'day': '수', 'hours': '정보 없음'}, {'day': '목', 'hours': '정보 없음'}, {'day': '금', 'hours': '정보 없음'}, {'day': '토', 'hours': '정보 없음'}, {'day': '일', 'hours': '정보 없음'}]","{'포장 가능': True, '반려동물 동반 가능': False}","['세빛 한강 커피', '돌체 버라이어티팩', '리얼 딸기 스무디', '블루 와인 에이드']"
서래케이크,베이커리,379,서울 서초구 서래로7길 15,"[{'day': '월', 'hours': '11:00 - 21:00'}, {'day': '화', 'hours': '정기휴무 (매주 화요일)'}, {'day': '수', 'hours': '정기휴무 (매주 수요일)'}, {'day': '목', 'hours': '11:00 - 21:00'}, {'day': '금', 'hours': '11:00 - 21:00'}, {'day': '토', 'hours': '11:00 - 21:00'}, {'day': '일', 'hours': '11:00 - 21:00'}]","{'포장 가능': True, '반려동물 동반 가능': True}","['애플망교쇼트케이크(홀케이크)', '애플망고 쇼트케이크(조각)', '무화과케이크(홀케이크)', '무화과쇼트케이크(조각)']"
한정선 신세계백화점강남점,"카페,디저트",284,서울 서초구 신반포로 176 센트럴시티,"[{'day': '월', 'hours': '10:30 - 20:00\n19:30 라스트오더'}, {'day': '화', 'hours': '10:30 - 20:00\n19:30 라스트오더'}, {'day': '수', 'hours': '10:30 - 20:00\n19:30 라스트오더'}, {'day': '목', 'hours': '10:30 - 20:00\n19:30 라스트오더'}, {'day': '금', 'hours': '10:30 - 20:30\n20:00 라스트오더'}, {'day': '토', 'hours': '10:30 - 20:30\n20:00 라스트오더'}, {'day': '일', 'hours': '10:30 - 20:30\n20:00 라스트오더'}]","{'포장 가능': True, '반려동물 동반 가능': False}","['[한정수량] 두바이st 찹쌀떡', '생딸기 찹쌀떡', '곶감 찹쌀떡', '[시즌한정] 무화과 찹쌀떡']"
미뉴트 빠삐용 신세계백화점 강남점,베이커리,428,서울 서초구 신반포로 176 신세계 강남점 지하1층 스위트파크,"[{'day': '월', 'hours': '10:30 - 20:00\n19:30 라스트오더'}, {'day': '화', 'hours': '10:30 - 20:00\n19:30 라스트오더'}, {'day': '수', 'hours': '10:30 - 20:00\n19:30 라스트오더'}, {'day': '목', 'hours': '10:30 - 20:00\n19:30 라스트오더'}, {'day': '금', 'hours': '10:30 - 20:30\n20:00 라스트오더'}, {'day': '토', 'hours': '10:30 - 20:30\n20:00 라스트오더'}, {'day': '일', 'hours': '10:30 - 20:30\n20:00 라스트오더'}]","{'포장 가능': True, '반려동물 동반 가능': False}","['[11월 한정] 피자 빠삐용', '딥초코 츄러스', '빠삐용 츄로넛', '크림밀크쉐이크']"
더 리버사이드 호텔 더 라운지,베이커리,354,서울 서초구 강남대로107길 6 로비층,"[{'day': '매일', 'hours': '08:00 - 20:00'}]","{'포장 가능': True, '반려동물 동반 가능': False}","['망고 케이크', '청사과 케이크', '딸기 수플레 케이크', '믹스베리 케이크']"
투썸플레이스 양재매헌역점,카페,999,서울 서초구 강남대로16길 3 1층,"[{'day': '월', 'hours': '07:00 - 23:00'}, {'day': '화', 'hours': '07:00 - 23:00'}, {'day': '수', 'hours': '07:00 - 23:00'}, {'day': '목', 'hours': '07:00 - 23:00'}, {'day': '금', 'hours': '07:00 - 23:00'}, {'day': '토', 'hours': '08:00 - 22:00'}, {'day': '일', 'hours': '08:00 - 22:00'}]","{'포장 가능': True, '반려동물 동반 가능': False}","['투썸 오벌 티라미수', '우리 쌀 식혜', '스초생®', '카페 아메리카노']"
더블딥커피,"카페,디저트",295,서울 서초구 방배로11길 21 상가 2호,"[{'day': '월', 'hours': '11:30 - 20:00'}, {'day': '화', 'hours': '11:30 - 20:00'}, {'day': '수', 'hours': '11:30 - 20:00'}, {'day': '목', 'hours': '11:30 - 20:00'}, {'day': '금', 'hours': '11:30 - 20:00'}, {'day': '토', 'hours': '11:30 - 20:00'}, {'day': '일', 'hours': '정기휴무 (매주 일요일)'}]","{'포장 가능': True, '반려동물 동반 가능': False}","['크림라떼', '에그스콘', '클래식스콘', '휘낭시에']"
아티제 서초역점,카페,999,서울 서초구 반포대로27길 16,"[{'day': '월', 'hours': '07:00 - 21:00'}, {'day': '화', 'hours': '07:00 - 21:00'}, {'day': '수', 'hours': '07:00 - 21:00'}, {'day': '목', 'hours': '07:00 - 21:00'}, {'day': '금', 'hours': '07:00 - 21:00'}, {'day': '토', 'hours': '07:00 - 20:00'}, {'day': '일', 'hours': '07:00 - 20:00'}]","{'포장 가능': False, '반려동물 동반 가능': False}","['카페 아메리카노', '카페라떼', '스패니쉬라떼', '플랫화이트']"
세시셀라팩토리,베이커리,245,서울 서초구 방배로42길 46 (방배동) 2층,"[{'day': '월', 'hours': '정기휴무 (매주 월요일)'}, {'day': '화', 'hours': '10:00 - 18:00'}, {'day': '수', 'hours': '10:00 - 18:00'}, {'day': '목', 'hours': '10:00 - 18:00'}, {'day': '금', 'hours': '10:00 - 18:00'}, {'day': '토', 'hours': '10:00 - 18:00'}, {'day': '일', 'hours': '10:00 - 18:00'}]","{'포장 가능': False, '반려동물 동반 가능': False}","['season cake 황치즈케잌', '아메리카노', '아이스 아메리카노', '아이스 카페라떼']"
올드페리도넛 사당점,도넛,787,서울 서초구 동작대로 36 1층 101호,"[{'day': '월', 'hours': '10:30 - 21:00\n20:30 라스트오더'}, {'day': '화', 'hours': '10:30 - 21:00\n20:30 라스트오더'}, {'day': '수', 'hours': '10:30 - 21:00\n20:30 라스트오더'}, {'day': '목', 'hours': '10:30 - 21:00\n20:30 라스트오더'}, {'day': '금', 'hours': '10:30 - 21:00\n20:30 라스트오더'}, {'day': '토', 'hours': '10:30 - 21:00\n20:30 라스트오더'}, {'day': '일', 'hours': '10:30 - 21:00\n20:30 라스트오더'}]","{'포장 가능': True, '반려동물 동반 가능': False}","['PB&J (피넛잼+라즈베리잼의 조합)', '쿠키앤크림 도넛', '크림브륄레', '피넛버터']"
이하나커피 교대점,카페,910,서울 서초구 서초중앙로 110 롯데캐슬메디치 1층,"[{'day': '월', 'hours': '08:30 - 22:00\n21:20 라스트오더'}, {'day': '화', 'hours': '08:30 - 22:00\n21:20 라스트오더'}, {'day': '수', 'hours': '08:30 - 22:00\n21:20 라스트오더'}, {'day': '목', 'hours': '08:30 - 22:00\n21:20 라스트오더'}, {'day': '금', 'hours': '08:30 - 22:00\n21:20 라스트오더'}, {'day': '토', 'hours': '10:00 - 22:00\n21:20 라스트오더'}, {'day': '일', 'hours': '10:00 - 22:00\n21:20 라스트오더'}]","{'포장 가능': True, '반려동물 동반 가능': True}","['애플 카모마일 티플레저', '아메리카노', '소금빵', '마카슈페너']"
커피스니퍼 신세계백화점 강남점,카페,476,서울 서초구 신반포로 176 신세계백화점 강남점 지하1층,"[{'day': '월', 'hours': '10:30 - 21:00\n20:30 라스트오더'}, {'day': '화', 'hours': '10:30 - 21:00\n20:30 라스트오더'}, {'day': '수', 'hours': '10:30 - 21:00\n20:30 라스트오더'}, {'day': '목', 'hours': '10:30 - 21:00\n20:30 라스트오더'}, {'day': '금', 'hours': '10:30 - 21:30\n21:00 라스트오더'}, {'day': '토', 'hours': '10:30 - 21:30\n21:00 라스트오더'}, {'day': '일', 'hours': '10:30 - 21:30\n21:00 라스트오더'}]","{'포장 가능': True, '반려동물 동반 가능': False}","['스니퍼 라떼', '커스터드 라떼', '시나 페어 (시즌 메뉴)', '애플 카모 브리즈 (시즌 메뉴)']"
레발콩 사당이수 본점,"카페,디저트",555,서울 서초구 방배천로 92 101동,"[{'day': '매일', 'hours': '10:00 - 22:00'}]","{'포장 가능': True, '반려동물 동반 가능': True}","['아메리카노', '라떼', '소금빵', '바닐라빈라떼']"
가배도 강남점,카페,999,서울 서초구 강남대로 405 1층,"[{'day': '월', 'hours': '09:30 - 21:00\n20:30 라스트오더'}, {'day': '화', 'hours': '09:30 - 21:00\n20:30 라스트오더'}, {'day': '수', 'hours': '09:30 - 21:00\n20:30 라스트오더'}, {'day': '목', 'hours': '09:30 - 21:00\n20:30 라스트오더'}, {'day': '금', 'hours': '09:30 - 21:00\n20:30 라스트오더'}, {'day': '토', 'hours': '11:00 - 21:00\n20:30 라스트오더'}, {'day': '일', 'hours': '11:00 - 21:00\n20:30 라스트오더'}]","{'포장 가능': True, '반려동물 동반 가능': True}","['말차 라떼', '티라미수', '가배', '라떼']"
루베르로스터리,카페,101,서울 서초구 방배중앙로 168 1층,"[{'day': '월', 'hours': '09:00 - 21:00\n20:00 라스트오더'}, {'day': '화', 'hours': '09:00 - 21:00\n20:00 라스트오더'}, {'day': '수', 'hours': '09:00 - 21:00\n20:00 라스트오더'}, {'day': '목', 'hours': '09:00 - 21:00\n20:00 라스트오더'}, {'day': '금', 'hours': '09:00 - 21:00\n20:00 라스트오더'}, {'day': '토', 'hours': '11:00 - 21:00\n20:00 라스트오더'}, {'day': '일', 'hours': '11:00 - 21:00\n20:00 라스트오더'}]","{'포장 가능': True, '반려동물 동반 가능': False}",['이미지 참조']
노토,카페,7,서울 서초구 강남대로30길 38 102호,"[{'day': '월', 'hours': '10:00 - 16:00'}, {'day': '화', 'hours': '10:00 - 16:00'}, {'day': '수', 'hours': '10:00 - 16:00'}, {'day': '목', 'hours': '10:00 - 16:00'}, {'day': '금', 'hours': '10:00 - 16:00'}, {'day': '토', 'hours': '10:00 - 18:00'}, {'day': '일', 'hours': '정기휴무 (매주 일요일)'}]","{'포장 가능': False, '반려동물 동반 가능': True}","['핸드드립커피 (Iced)', '핸드드립커피 (Hot)', '카페오레 (Iced)', '카페오레 (Hot)']"
멜로드 도산 신사 아뜰리에,케이크전문,438,서울 서초구 나루터로 60 정원빌딩 2층 멜로드 도산 신사 아뜰리에,"[{'day': '월', 'hours': '11:30 - 20:00'}, {'day': '화', 'hours': '11:30 - 20:00'}, {'day': '수', 'hours': '11:30 - 20:00'}, {'day': '목', 'hours': '11:30 - 20:00'}, {'day': '금', 'hours': '11:30 - 20:00'}, {'day': '토', 'hours': '11:00 - 20:00'}, {'day': '일', 'hours': '11:00 - 20:00'}]","{'포장 가능': False, '반려동물 동반 가능': False}","['11월 먼슬리 1번', '11월 먼슬리 2번', '11월 먼슬리 3번', '11월 먼슬리 4번']"
젤라띠젤라띠 파미에스테이션점,아이스크림,999,서울 서초구 신반포로 176 센트럴시티 파미에 스테이션 1층,"[{'day': '매일', 'hours': '11:00 - 22:00'}]","{'포장 가능': False, '반려동물 동반 가능': False}","['젤라또 2가지맛 컵/콘', '젤라또 3가지맛 컵', 'To-Go Box 3가지맛 450g', 'To-Go Box 4가지맛 650g']"
무스티에,"카페,디저트",510,서울 서초구 방배로20길 8-6 1층,"[{'day': '월', 'hours': '정기휴무 (매주 월요일)'}, {'day': '화', 'hours': '11:00 - 19:00'}, {'day': '수', 'hours': '11:00 - 19:00'}, {'day': '목', 'hours': '11:00 - 19:00'}, {'day': '금', 'hours': '11:00 - 19:00'}, {'day': '토', 'hours': '11:00 - 19:00'}, {'day': '일', 'hours': '11:00 - 19:00'}]","{'포장 가능': False, '반려동물 동반 가능': False}","['마들렌 시트홍', '무화과 타르트(홀)', '무화과 타르트', '몽블랑']"
케익공방,케이크전문,130,서울 서초구 서초대로73길 42 리가스퀘어 1411호,"[{'day': '매일', 'hours': '11:00 - 20:00'}]","{'포장 가능': True, '반려동물 동반 가능': False}","['주문제작 레터링케이크', '꽃케이크', '케이크만들기', '티아라케이크']"
투썸플레이스 사당역로데오점,카페,999,서울 서초구 방배천로2길 5 1층 투썸플레이스,"[{'day': '월', 'hours': '08:00 - 23:00'}, {'day': '화', 'hours': '08:00 - 23:00'}, {'day': '수', 'hours': '08:00 - 23:00'}, {'day': '목', 'hours': '08:00 - 23:00'}, {'day': '금', 'hours': '08:00 - 24:00'}, {'day': '토', 'hours': '08:00 - 24:00'}, {'day': '일', 'hours': '08:00 - 23:00'}]","{'포장 가능': True, '반려동물 동반 가능': False}","['윈터뱅쇼(R)', 'TWG카모마일유자티(R)', '떠먹는 로투스 비스코프 아박', '바나나 샷 라떼(R)']"
라떼또뜨,베이커리,557,서울 서초구 방배로 170 가야빌딩 104호 라떼또뜨,"[{'day': '월', 'hours': '정기휴무 (매주 월요일)'}, {'day': '화', 'hours': '08:00 - 24:00'}, {'day': '수', 'hours': '08:00 - 24:00'}, {'day': '목', 'hours': '08:00 - 24:00'}, {'day': '금', 'hours': '08:00 - 24:00'}, {'day': '토', 'hours': '08:00 - 24:00'}, {'day': '일', 'hours': '정기휴무 (매주 일요일)'}]","{'포장 가능': True, '반려동물 동반 가능': False}","['트라디시옹 바게뜨', '크루아상', '치아바타']"
줄리에뜨,"카페,디저트",328,서울 서초구 동광로 178,"[{'day': '월', 'hours': '10:30 - 19:30'}, {'day': '화', 'hours': '10:30 - 19:30'}, {'day': '수', 'hours': '10:30 - 19:30'}, {'day': '목', 'hours': '10:30 - 19:30'}, {'day': '금', 'hours': '10:30 - 19:30'}, {'day': '토', 'hours': '10:30 - 19:30'}, {'day': '일', 'hours': '13:00 - 19:30'}]","{'포장 가능': True, '반려동물 동반 가능': False}","['타르트', '미니타르트세트']"
홍종흔베이커리 반포점,베이커리,999,서울 서초구 신반포로 257 뉴타운빌딩,"[{'day': '월', 'hours': '07:00 - 22:00'}, {'day': '화', 'hours': '07:00 - 22:00'}, {'day': '수', 'hours': '07:00 - 22:00'}, {'day': '목', 'hours': '07:00 - 22:00'}, {'day': '금', 'hours': '07:00 - 22:00'}, {'day': '토', 'hours': '07:00 - 22:00'}, {'day': '일', 'hours': '07:00 - 22:00'}]","{'포장 가능': True, '반려동물 동반 가능': False}",['어니언킹']
아티제 강남점,카페,999,서울 서초구 서초대로77길 62 강남역 IPARK,"[{'day': '월', 'hours': '08:00 - 20:00'}, {'day': '화', 'hours': '08:00 - 20:00'}, {'day': '수', 'hours': '08:00 - 20:00'}, {'day': '목', 'hours': '08:00 - 20:00'}, {'day': '금', 'hours': '08:00 - 20:00'}, {'day': '토', 'hours': '09:00 - 19:00'}, {'day': '일', 'hours': '09:00 - 19:00'}]","{'포장 가능': False, '반려동물 동반 가능': False}","['카페 아메리카노', '카페라떼', '스패니쉬라떼', '플랫화이트']"
브라하,"카페,디저트",570,서울 서초구 방배로6길 15 Buraha,"[{'day': '월', 'hours': '09:00 - 22:00'}, {'day': '화', 'hours': '09:00 - 22:00'}, {'day': '수', 'hours': '09:00 - 22:00'}, {'day': '목', 'hours': '09:00 - 22:00'}, {'day': '금', 'hours': '09:00 - 22:00'}, {'day': '토', 'hours': '10:00 - 21:00'}, {'day': '일', 'hours': '10:00 - 21:00'}]","{'포장 가능': True, '반려동물 동반 가능': False}","['수제마들렌세트', '얼그레이오렌지', '수제팥우유', '디카페인아메리카노']"
카페 타셴,"카페,디저트",75,서울 서초구 효령로 317 건축사협회 1층 카페 타셴,"[{'day': '월', 'hours': '10:00 - 22:00\n21:30 라스트오더'}, {'day': '화', 'hours': '10:00 - 22:00\n21:30 라스트오더'}, {'day': '수', 'hours': '10:00 - 22:00\n21:30 라스트오더'}, {'day': '목', 'hours': '10:00 - 22:00\n21:30 라스트오더'}, {'day': '금', 'hours': '10:00 - 22:00\n21:30 라스트오더'}, {'day': '토', 'hours': '10:00 - 22:00\n21:30 라스트오더'}, {'day': '일', 'hours': '10:00 - 22:00\n21:30 라스트오더'}]","{'포장 가능': True, '반려동물 동반 가능': False}","['소금빵', '월넛초코르뱅쿠키']"
비건카페 유로카,"카페,디저트",613,서울 서초구 서초대로50길 8 관정빌딩 1층 카페 유로카,"[{'day': '월', 'hours': '08:30 - 22:30\n22:00 라스트오더'}, {'day': '화', 'hours': '08:30 - 22:30\n22:00 라스트오더'}, {'day': '수', 'hours': '08:30 - 22:30\n22:00 라스트오더'}, {'day': '목', 'hours': '08:30 - 22:30\n22:00 라스트오더'}, {'day': '금', 'hours': '08:30 - 22:30\n22:00 라스트오더'}, {'day': '토', 'hours': '08:30 - 22:30\n22:00 라스트오더'}, {'day': '일', 'hours': '11:30 - 22:30\n22:00 라스트오더'}]","{'포장 가능': True, '반려동물 동반 가능': True}","['오리지널 쇼콜라 케이크 (피스)', '떠먹는 케이크', '바닐라빈라떼', '카카오에스프레소라떼']"
스타벅스 서울고속터미널점,카페,999,서울 서초구 신반포로 194 (반포동),"[{'day': '월(11/11)', 'hours': '07:00 - 22:00'}, {'day': '화(11/12)', 'hours': '07:00 - 22:00'}, {'day': '수(11/13)', 'hours': '07:00 - 22:00'}, {'day': '목(11/14)', 'hours': '07:00 - 22:00'}, {'day': '금(11/15)', 'hours': '07:00 - 22:00'}, {'day': '토(11/16)', 'hours': '07:00 - 22:00'}, {'day': '일(11/17)', 'hours': '07:00 - 22:00'}]","{'포장 가능': False, '반려동물 동반 가능': False}","['토피 넛 라떼', '스타벅스 딸기 라떼', '골든 캐모마일 릴렉서', '산타 베어리스타 케이크']"
스타벅스 강남교보타워R점,카페,999,서울 서초구 강남대로 465 (서초동),"[{'day': '월(11/11)', 'hours': '07:00 - 22:00'}, {'day': '화(11/12)', 'hours': '07:00 - 22:00'}, {'day': '수(11/13)', 'hours': '07:00 - 22:00'}, {'day': '목(11/14)', 'hours': '07:00 - 22:00'}, {'day': '금(11/15)', 'hours': '07:00 - 22:00'}, {'day': '토(11/16)', 'hours': '08:00 - 22:00'}, {'day': '일(11/17)', 'hours': '08:00 - 21:00'}]","{'포장 가능': False, '반려동물 동반 가능': False}","['치즈 포크 커틀릿 샌드위치', '카페 아메리카노', '토피 넛 라떼', '스타벅스 딸기 라떼']"
오와케이크 방배점,"카페,디저트",662,서울 서초구 방배로42길 3 하모니빌딩 1층,"[{'day': '매일', 'hours': '09:30 - 22:00\n21:30 라스트오더'}]","{'포장 가능': True, '반려동물 동반 가능': False}","['플레인 MINI 바스크 치즈케이크', '블루베리 MINI 바스크 치즈케이크', '베리 MINI 바스크 치즈케이크', '얼그레이 MINI 바스크 치즈케이크']"
도피오 로스터리,카페,346,서울 서초구 사평대로55길 29 1층,"[{'day': '월', 'hours': '11:00 - 22:00\n21:30 라스트오더'}, {'day': '화', 'hours': '11:00 - 22:00\n21:30 라스트오더'}, {'day': '수', 'hours': '11:00 - 22:00\n21:30 라스트오더'}, {'day': '목', 'hours': '11:00 - 22:00\n21:30 라스트오더'}, {'day': '금', 'hours': '11:00 - 22:00\n21:30 라스트오더'}, {'day': '토', 'hours': '12:00 - 21:00\n20:30 라스트오더'}, {'day': '일', 'hours': '정기휴무 (매주 일요일)'}]","{'포장 가능': False, '반려동물 동반 가능': False}","['핸드드립 커피', '카페라떼', '또봐(도피오바닐라라떼)', '에스프레소']"
테라로사 양재역점,카페,227,"서울 서초구 강남대로 206 엔스빌딩 1층, 테라로사 양재역점","[{'day': '월', 'hours': '07:30 - 22:00'}, {'day': '화', 'hours': '07:30 - 22:00'}, {'day': '수', 'hours': '07:30 - 22:00'}, {'day': '목', 'hours': '07:30 - 22:00'}, {'day': '금', 'hours': '07:30 - 22:00'}, {'day': '토', 'hours': '08:30 - 22:00'}, {'day': '일', 'hours': '08:30 - 22:00'}]","{'포장 가능': True, '반려동물 동반 가능': False}","['핸드드립', '카페라테', '로얄 허니 밀크티', '아메리칸 피칸파이']"
보나블랑제리,베이커리,155,서울 서초구 방배로26길 32 1층,"[{'day': '월', 'hours': '정기휴무 (매주 월요일)'}, {'day': '화', 'hours': '08:00 - 18:30\n18:00 라스트오더'}, {'day': '수', 'hours': '08:00 - 18:30\n18:00 라스트오더'}, {'day': '목', 'hours': '08:00 - 18:30\n18:00 라스트오더'}, {'day': '금', 'hours': '08:00 - 18:30\n18:00 라스트오더'}, {'day': '토', 'hours': '08:00 - 18:30\n18:00 라스트오더'}, {'day': '일', 'hours': '정기휴무 (매주 일요일)'}]","{'포장 가능': True, '반려동물 동반 가능': False}","['레몬마들렌', '르방바게트', '크로와상', '빵티그레']"
오브시에,"카페,디저트",147,서울 서초구 방배로11길 22 1층 101호,"[{'day': '월', 'hours': '09:00 - 20:00'}, {'day': '화', 'hours': '09:00 - 20:00'}, {'day': '수', 'hours': '09:00 - 20:00'}, {'day': '목', 'hours': '09:00 - 20:00'}, {'day': '금', 'hours': '09:00 - 20:00'}, {'day': '토', 'hours': '10:00 - 20:00'}, {'day': '일', 'hours': '10:00 - 20:00'}]","{'포장 가능': True, '반려동물 동반 가능': True}","['휘낭시에', '시그니처 살롱', '플랫화이트', '꼬소한 카페라떼']"
